doi,year
10.1038/s41589-019-0279-5,2019.0
10.1038/s41589-019-0294-6,2019.0
10.1038/s41589-019-0304-8,2019.0
10.1038/s41589-019-0379-2,2019.0
10.1038/s41589-020-00652-y,2020.0
10.1038/s41589-020-00686-2,2020.0
10.1038/s41589-020-0609-7,2020.0
10.1038/s41589-021-00742-5,2021.0
10.1038/s41589-021-00765-y,2021.0
10.1038/s41589-022-01248-4,2023.0
10.1038/s41589-024-01683-5,2024.0
10.1038/s41591-019-0668-z,2019.0
10.1038/s41594-023-01146-w,2024.0
10.1038/s41598-019-56177-5,2019.0
10.1038/s42003-018-0105-8,2018.0
10.1038/s42003-018-0105-8; 10.1021/acsmedchemlett.0c00194,
10.1038/s42003-020-0868-6,2020.0
10.1038/s42003-024-06238-x,2024.0
10.1038/s42004-024-01177-4,2024.0
10.1038/s42004-024-01263-7,2024.0
10.1038/s43018-021-00174-z,2021.0
10.1038/s43018-024-00782-5,2024.0
10.1039/c7cc03879h,2017.0
10.1039/c8cc07813k,2019.0
10.1039/c8cc08716d,2019.0
10.1039/c8cc09541h,2019.0
10.1039/c9cc00163h,2019.0
10.1039/c9cc07217a,2019.0
10.1039/c9cc08238g,2020.0
10.1039/c9cc08509b,2019.0
10.1039/d0cc01485k,2020.0
10.1039/d0cc02201b,2020.0
10.1039/d0cc03243c,2020.0
10.1039/d0sc00167h,2020.0
10.1039/d1cc05715d,2021.0
10.1039/d2cb00223j,2023.0
10.1039/d2cc00272h,2022.0
10.1039/d2cc02094g,2022.0
10.1039/d2cc03092f,2022.0
10.1039/d2md00064d,2022.0
10.1039/d2md00199c,2022.0
10.1039/d2md00284a,2022.0
10.1039/d3cb00103b,2023.0
10.1039/d3md00216k,2023.0
10.1039/d3ra02133e,2023.0
10.1039/d3sc04064j,2023.0
10.1039/d3sc04541b,2023.0
10.1039/d3sc04629j,2024.0
10.1039/d3sc06558h,2024.0
10.1039/d3tb03046f,2024.0
10.1039/d4cb00184b,2024.0
10.1039/d4cc05138f,2024.0
10.1039/d4md00122b,2024.0
10.1039/d4md00252k,2024.0
10.1073/pnas.1521738113,2016.0
10.1073/pnas.1521738113; 10.1021/acs.jmedchem.1c01496,
10.1073/pnas.1803662115,2018.0
10.1074/jbc.M116.768853,2017.0
10.1074/jbc.RA117.001091,2018.0
10.1080/14756366.2020.1804382,2020.0
10.1080/14756366.2022.2062338,2022.0
10.1080/14756366.2022.2100886,2022.0
10.1080/14756366.2022.2135510,2022.0
10.1093/carcin/bgae006,2024.0
10.1093/eurheartj/ehae379,2024.0
10.1101/2023.08.09.552650,2023.0
10.1101/2023.08.14.553289,2023.0
10.1101/2023.09.15.557708,2023.0
10.1101/2023.09.29.560163,2023.0
10.1101/2023.12.30.573733,2024.0
10.1101/2024.02.22.581560,2024.0
10.1101/2024.02.26.582210,2024.0
10.1101/2024.02.27.582353,2024.0
10.1101/2024.02.29.582768,2024.0
10.1101/2024.03.25.586133,2024.0
10.1101/2024.03.29.587346,2024.0
10.1101/2024.05.14.593352,2024.0
10.1101/2024.06.01.596987,2024.0
10.1101/2024.07.09.602803,2024.0
10.1101/2024.07.23.604814,2024.0
10.1101/2024.08.23.608456,2024.0
10.1101/gad.349717.122,2022.0
10.1111/cas.13198,2017.0
10.1111/cas.13284,2017.0
10.1111/cas.15401,2022.0
10.1111/cas.15733,2023.0
10.1111/cns.70012,2024.0
10.1126/sciadv.aay5064,2020.0
10.1126/sciadv.abq2216,2022.0
10.1126/sciadv.ado1432,2024.0
10.1126/science.aab1433,2015.0
10.1126/science.adi5798,2024.0
10.1126/scisignal.adf2670. Epub 2024 Feb 27,
10.1126/scitranslmed.abj1578,2021.0
10.1155/2022/4056398,2022.0
10.1158/0008-5472.CAN-16-2622,2017.0
10.1158/0008-5472.CAN-18-2918,2019.0
10.1158/0008-5472.CAN-19-1236,2019.0
10.1158/1078-0432.CCR-23-3465,2024.0
10.1158/1535-7163.MCT-20-0417,2021.0
10.1158/1535-7163.MCT-21-0835,2022.0
10.1158/1535-7163.MCT-23-0513,2024.0
10.1158/1538-7445.SABCS18-P5-04-18,2019.0
10.1172/jci.insight.160606,2022.0
10.1182/blood-2018-07-862953,2019.0
10.1182/blood.2019003604,2020.0
10.1182/blood.2022016934,2023.0
10.1182/bloodadvances.2022008121,2023.0
10.1186/s12885-024-11966-8,2024.0
10.1186/s12929-023-00921-7,2023.0
10.1186/s13045-022-01258-8,2022.0
10.1186/s13578-022-00936-x,2022.0
10.1200/JCO.2019.37.7_suppl.259,2019.0
10.1248/cpb.c18-00567,2019.0
10.1248/cpb.c22-00576,2023.0
10.1248/cpb.c23-00026,2024.0
10.1371/journal.pbio.3002550,2024.0
10.1371/journal.pone.0299665,2024.0
10.15212/amm-2022-0022,2022.0
10.3389/fchem.2021.674967,2021.0
10.3389/fchem.2023.1219883,2023.0
10.3389/fimmu.2023.1135373,2023.0
10.3389/fncel.2022.801179,2022.0
10.3389/fonc.2022.851065,2022.0
10.3389/fphar.2022.944455,2022.0
10.3389/fphar.2024.1351792,2024.0
10.3390/biom13071099,2023.0
10.3390/cancers15030611,2023.0
10.3390/cells13060528,2024.0
10.3390/cells9051083,2020.0
10.3390/ijms23147535,2022.0
10.3390/ijms242216290,2023.0
10.3390/molecules25081948,2020.0
10.3390/molecules25214991,2020.0
10.3390/molecules26237241,2021.0
10.3390/molecules27051655,2022.0
10.3390/molecules27238513,2022.0
10.3390/molecules28093912,2023.0
10.3390/molecules28114458,2023.0
10.3390/molecules28196947,2023.0
10.3390/molecules29081845,2024.0
10.3390/pharmaceutics14122829,2022.0
10.3390/pharmaceutics15051467,2023.0
10.5812/ijpr-129251,2022.0
10.7150/thno.55680,2021.0
10.7150/thno.75421,2022.0
10.7554/eLife.45457,2019.0
