ID,row,Smiles,stan_active_prob,stan_pred
A11,10,O=C(NC1C(NC(CC1)=O)=O)C(C=C2)=CC=C2N3CCN(C(CC4)CCN4C5=CC=C(F)C=C5)CC3,0.10033003985881805,0
A12,11,O=C(NC1C(NC(CC1)=O)=O)C(C=C2)=CC=C2N3CCN(CCCCC4=CC=C(F)C=C4)CC3,0.599134624004364,1
A13,12,O=C(NC1C(NC(CC1)=O)=O)C(C=C2)=CC=C2N3CCN(CCC(CC4)CCN4C5=CC=C(F)C=C5)CC3,0.4320075213909149,0
A14,13,O=C(NC(CC1)=O)C1N(C2=O)CC3=C2C=CC=C3C#CCN4CCN(CC#CCOC5=CC=C(C(F)(F)F)C=C5)CC4,0.11588724702596664,0
A15,14,O=C(NC(CC1)=O)C1N(C2=O)CC3=C2C=CC(C#CCN4CCN(CC#CCOC5=CC=C(C(F)(F)F)C=C5)CC4)=C3,0.17810341715812683,0
A16,15,O=C(NC(CC1)=O)C1N(C2=O)CC3=C2C=CC(C#CCN4CCN(C5=CC=C(C(F)(F)F)C=C5)CC4)=C3,0.0660642683506012,0
B1,16,ClC1=C(C#N)C=CC(O[C@H]2CC[C@H](NC(C3=CC=C(C4CCN(CC5CN(C6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)C5)CC4)C=C3)=O)CC2)=C1,0.17966827750205994,0
B2,17,O=C1N(C2C(NC(CC2)=O)=O)C(C3=C1C=CC(N(C4)CCCC4CN5CCC(C6=CC=C(C(N[C@H](CC7)CC[C@@H]7OC8=CC(Cl)=C(C#N)C=C8)=O)C=C6)CC5)=C3)=O,0.6685298681259155,1
B3,18,O=C1N(C2C(NC(CC2)=O)=O)C(C3=CC(N(CC4)CCC4CN5CCN(C6=CC=C(C(N[C@H](CC7)CC[C@@H]7OC8=CC(Cl)=C(C#N)C=C8)=O)C=C6)CC5)=CC=C31)=O,0.25447702407836914,0
B4,19,O=C1N(C2C(NC(CC2)=O)=O)C(C3=CC(N(CC4)CC4CN5CCN(C6=CC=C(C(N[C@H](CC7)CC[C@@H]7OC8=CC(Cl)=C(C#N)C=C8)=O)C=C6)CC5)=CC=C31)=O,0.5174219012260437,1
B5,20,O=C1N(C2C(NC(CC2)=O)=O)C(C3=CC(N(C4)CC4N5CCN(C6=CC=C(C(N[C@H](CC7)CC[C@@H]7OC8=CC(Cl)=C(C#N)C=C8)=O)C=C6)CC5)=CC=C31)=O,0.1610109508037567,0
B6,21,ClC1=C(C#N)C=CC(O[C@H]2CC[C@H](NC(C3=CC=C(N4CCC(CN5CCN(C6=CC(C(N(C7C(NC(CC7)=O)=O)C8=O)=O)=C8C=C6)CC5)CC4)C=C3)=O)CC2)=C1,0.9801600575447083,1
C1,22,O=C(NC1C(NC(CC1)=O)=O)C2=CC=C(N3CCN(C4CCN(C5=CC=C(C(N[C@H]6CC[C@H](OC7=CC(Cl)=C(C#N)C=C7)CC6)=O)C=C5)CC4)CC3)C=C2,0.9935906529426575,1
C2,23,O=C(NC1C(NC(CC1)=O)=O)C2=CC=C(N3CCN(CC4CCN(C5=CC=C(C(N[C@H]6CC[C@H](OC7=CC(Cl)=C(C#N)C=C7)CC6)=O)C=C5)CC4)CC3)C=C2,0.38168787956237793,0
C3,24,O=C(NC1C(NC(CC1)=O)=O)C2=CC=C(N3CCN(CCC4CCN(C5=CC=C(C(N[C@H]6CC[C@H](OC7=CC(Cl)=C(C#N)C=C7)CC6)=O)C=C5)CC4)CC3)C=C2,0.9976855516433716,1
C4,25,ClC1=C(C#N)C=CC(O[C@H]2CC[C@H](NC(C3=CC=C(CCCCN4CCN(C5=CC=C(C=C5)C(NC6C(NC(CC6)=O)=O)=O)CC4)C=C3)=O)CC2)=C1,0.6020120978355408,1
C5,26,O=C(C1=CC=C(C=C1)C2CCN(CC2)CC(C3)CN3C4=CC=C(C(NC5CCC(NC5=O)=O)=O)C=C4)N[C@@H](CC6)CC[C@H]6OC(C=C7)=CC(Cl)=C7C#N,0.9997937083244324,1
C6,27,O=C(C1=CC=C(C=C1)C2CCN(CC2)CC3CCCN(C4=CC=C(C(NC5CCC(NC5=O)=O)=O)C=C4)C3)N[C@@H](CC6)CC[C@H]6OC(C=C7)=CC(Cl)=C7C#N,0.7975384593009949,1
C7,28,O=C(NC1C(NC(CC1)=O)=O)C(C=C2)=CC=C2N3CC(CN4CCN(C5=CC=C(C(N[C@H]6CC[C@H](OC7=CC(Cl)=C(C#N)C=C7)CC6)=O)C=C5)CC4)CC3,0.9992006421089172,1
